Rk,Player,Team,Pos,G,GS,MPâ¼,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
102.0,Daimion Collins,Louisiana State,F,30.0,22.0,613.0,97.0,167.0,0.581,7.0,34.0,0.206,90.0,133.0,0.677,0.602,38.0,62.0,0.613,57.0,72.0,129.0,16.0,14.0,47.0,27.0,75.0,239.0,
103.0,Brandon Garrison,Kentucky,C,35.0,0.0,605.0,85.0,167.0,0.509,12.0,40.0,0.3,73.0,127.0,0.575,0.545,23.0,43.0,0.535,40.0,95.0,135.0,65.0,30.0,20.0,41.0,71.0,205.0,
104.0,Chris Manon,Vanderbilt,G,33.0,26.0,600.0,72.0,135.0,0.533,8.0,34.0,0.235,64.0,101.0,0.634,0.563,65.0,83.0,0.783,48.0,74.0,122.0,42.0,56.0,33.0,28.0,88.0,217.0,
105.0,Mouhamed Dioubate,Alabama,F,37.0,0.0,591.0,100.0,162.0,0.617,12.0,26.0,0.462,88.0,136.0,0.647,0.654,56.0,92.0,0.609,70.0,149.0,219.0,42.0,35.0,25.0,40.0,89.0,268.0,
106.0,Curtis Givens III,Louisiana State,G,32.0,12.0,582.0,49.0,182.0,0.269,29.0,118.0,0.246,20.0,64.0,0.313,0.349,26.0,44.0,0.591,9.0,46.0,55.0,51.0,16.0,0.0,36.0,41.0,153.0,
107.0,Jace Carter,Texas A&M,G,33.0,6.0,573.0,45.0,118.0,0.381,18.0,69.0,0.261,27.0,49.0,0.551,0.458,21.0,53.0,0.396,33.0,77.0,110.0,15.0,23.0,7.0,17.0,51.0,129.0,
108.0,Sam Godwin,Oklahoma,F,30.0,30.0,572.0,80.0,135.0,0.593,0.0,0.0,,80.0,135.0,0.593,0.593,36.0,64.0,0.563,71.0,84.0,155.0,24.0,26.0,19.0,35.0,77.0,196.0,
109.0,Cade Phillips,Tennessee,F,38.0,0.0,570.0,68.0,108.0,0.63,0.0,1.0,0.0,68.0,107.0,0.636,0.63,40.0,74.0,0.541,66.0,68.0,134.0,23.0,8.0,33.0,17.0,70.0,176.0,
110.0,Trent Pierce,Missouri,F,33.0,19.0,563.0,76.0,161.0,0.472,32.0,97.0,0.33,44.0,64.0,0.688,0.571,36.0,62.0,0.581,38.0,69.0,107.0,32.0,21.0,6.0,21.0,60.0,220.0,
111.0,Manny Obaseki,Texas A&M,G,34.0,15.0,557.0,74.0,201.0,0.368,15.0,43.0,0.349,59.0,158.0,0.373,0.405,59.0,79.0,0.747,11.0,43.0,54.0,41.0,9.0,11.0,39.0,65.0,222.0,
112.0,Grant Huffman,Vanderbilt,G,29.0,16.0,528.0,36.0,81.0,0.444,6.0,23.0,0.261,30.0,58.0,0.517,0.481,22.0,32.0,0.688,10.0,44.0,54.0,51.0,32.0,5.0,23.0,53.0,100.0,
113.0,Michael Nwoko,Mississippi State,C,34.0,32.0,523.0,83.0,158.0,0.525,1.0,7.0,0.143,82.0,151.0,0.543,0.528,42.0,69.0,0.609,65.0,91.0,156.0,24.0,13.0,27.0,23.0,77.0,209.0,
114.0,Corey Chest,Louisiana State,F,26.0,19.0,522.0,68.0,112.0,0.607,0.0,0.0,,68.0,112.0,0.607,0.607,22.0,49.0,0.449,63.0,108.0,171.0,19.0,15.0,32.0,31.0,47.0,158.0,
115.0,Ansley Almonor,Kentucky,F,36.0,7.0,512.0,61.0,121.0,0.504,39.0,92.0,0.424,22.0,29.0,0.759,0.665,29.0,32.0,0.906,20.0,37.0,57.0,17.0,7.0,3.0,7.0,40.0,190.0,
116.0,Josh Gray,Missouri,C,33.0,16.0,512.0,34.0,64.0,0.531,1.0,3.0,0.333,33.0,61.0,0.541,0.539,37.0,65.0,0.569,60.0,114.0,174.0,19.0,10.0,14.0,29.0,79.0,106.0,
117.0,Robert Miller III,Louisiana State,F,32.0,8.0,501.0,59.0,96.0,0.615,4.0,20.0,0.2,55.0,76.0,0.724,0.635,21.0,33.0,0.636,31.0,68.0,99.0,22.0,13.0,29.0,18.0,70.0,143.0,
118.0,Hayden Hefner,Texas A&M,G,32.0,18.0,487.0,50.0,132.0,0.379,23.0,81.0,0.284,27.0,51.0,0.529,0.466,19.0,26.0,0.731,21.0,32.0,53.0,18.0,19.0,9.0,20.0,47.0,142.0,
119.0,Vyctorius Miller,Louisiana State,G,25.0,5.0,476.0,76.0,170.0,0.447,28.0,88.0,0.318,48.0,82.0,0.585,0.529,43.0,59.0,0.729,10.0,51.0,61.0,31.0,13.0,5.0,28.0,36.0,223.0,
120.0,Jayson Kent,Texas,G,27.0,3.0,464.0,56.0,110.0,0.509,10.0,37.0,0.27,46.0,73.0,0.63,0.555,30.0,55.0,0.545,46.0,43.0,89.0,12.0,13.0,7.0,26.0,55.0,152.0,
121.0,Somto Cyril,Georgia,C,33.0,0.0,462.0,57.0,91.0,0.626,0.0,1.0,0.0,57.0,90.0,0.633,0.626,39.0,80.0,0.488,41.0,85.0,126.0,17.0,6.0,51.0,36.0,69.0,153.0,
122.0,Marques Warrick,Missouri,G,33.0,0.0,446.0,75.0,156.0,0.481,36.0,79.0,0.456,39.0,77.0,0.506,0.596,33.0,41.0,0.805,10.0,20.0,30.0,42.0,13.0,1.0,13.0,16.0,219.0,
123.0,Dylan James,Georgia,F,32.0,8.0,436.0,39.0,84.0,0.464,10.0,25.0,0.4,29.0,59.0,0.492,0.524,14.0,27.0,0.519,25.0,45.0,70.0,18.0,11.0,17.0,21.0,37.0,102.0,
124.0,Jacob Crews,Missouri,G,33.0,0.0,426.0,65.0,172.0,0.378,40.0,119.0,0.336,25.0,53.0,0.472,0.494,14.0,19.0,0.737,24.0,45.0,69.0,11.0,10.0,3.0,8.0,32.0,184.0,
125.0,Chendall Weaver,Texas,G,20.0,9.0,415.0,46.0,91.0,0.505,8.0,20.0,0.4,38.0,71.0,0.535,0.549,27.0,45.0,0.6,33.0,65.0,98.0,27.0,15.0,6.0,17.0,46.0,127.0,
126.0,Mohamed Wague,Oklahoma,F,33.0,4.0,380.0,47.0,65.0,0.723,0.0,0.0,,47.0,65.0,0.723,0.723,34.0,52.0,0.654,58.0,45.0,103.0,22.0,27.0,11.0,31.0,74.0,128.0,
127.0,Dayton Forsythe,Oklahoma,G,31.0,0.0,374.0,36.0,80.0,0.45,21.0,47.0,0.447,15.0,33.0,0.455,0.581,40.0,44.0,0.909,2.0,32.0,34.0,32.0,13.0,0.0,16.0,40.0,133.0,
128.0,Chris Moore,Auburn,F,37.0,4.0,371.0,15.0,34.0,0.441,3.0,16.0,0.188,12.0,18.0,0.667,0.485,6.0,9.0,0.667,18.0,36.0,54.0,16.0,9.0,4.0,12.0,46.0,39.0,
129.0,Ze'Rik Onyema,Texas,F,35.0,0.0,358.0,43.0,71.0,0.606,0.0,0.0,,43.0,71.0,0.606,0.606,26.0,41.0,0.634,26.0,62.0,88.0,13.0,12.0,16.0,17.0,66.0,112.0,
130.0,Eduardo Klafke,Ole Miss,G,36.0,0.0,358.0,16.0,36.0,0.444,13.0,27.0,0.481,3.0,9.0,0.333,0.625,6.0,11.0,0.545,8.0,30.0,38.0,15.0,16.0,7.0,11.0,36.0,51.0,
131.0,C.J. Wilcher,Texas A&M,G,34.0,0.0,356.0,47.0,115.0,0.409,43.0,106.0,0.406,4.0,9.0,0.444,0.596,10.0,12.0,0.833,1.0,25.0,26.0,11.0,6.0,2.0,12.0,23.0,147.0,
132.0,Derek Fountain,Louisiana State,F,24.0,1.0,348.0,22.0,57.0,0.386,5.0,20.0,0.25,17.0,37.0,0.459,0.43,13.0,19.0,0.684,15.0,53.0,68.0,11.0,15.0,4.0,20.0,26.0,62.0,
133.0,Myles Stute,South Carolina,F,14.0,14.0,347.0,25.0,75.0,0.333,20.0,61.0,0.328,5.0,14.0,0.357,0.467,6.0,8.0,0.75,9.0,29.0,38.0,15.0,5.0,5.0,13.0,22.0,76.0,
134.0,Luke Northweather,Oklahoma,C,30.0,0.0,340.0,27.0,63.0,0.429,17.0,50.0,0.34,10.0,13.0,0.769,0.563,10.0,14.0,0.714,7.0,37.0,44.0,11.0,2.0,7.0,3.0,34.0,81.0,
135.0,Derrion Reid,Alabama,F,24.0,3.0,337.0,50.0,111.0,0.45,10.0,38.0,0.263,40.0,73.0,0.548,0.495,33.0,57.0,0.579,22.0,46.0,68.0,17.0,6.0,5.0,19.0,28.0,143.0,
136.0,Darlinstone Dubar,Tennessee,G,33.0,1.0,321.0,41.0,105.0,0.39,16.0,63.0,0.254,25.0,42.0,0.595,0.467,13.0,22.0,0.591,19.0,41.0,60.0,16.0,7.0,7.0,12.0,23.0,111.0,
137.0,Aiden Sherrell,Alabama,F,36.0,0.0,315.0,45.0,88.0,0.511,14.0,42.0,0.333,31.0,46.0,0.674,0.591,19.0,41.0,0.463,38.0,64.0,102.0,13.0,8.0,7.0,15.0,46.0,123.0,
138.0,Collin Chandler,Kentucky,G,30.0,0.0,311.0,26.0,72.0,0.361,17.0,49.0,0.347,9.0,23.0,0.391,0.479,13.0,15.0,0.867,5.0,25.0,30.0,21.0,20.0,2.0,26.0,38.0,82.0,
139.0,Arden Conyers,South Carolina,G,23.0,0.0,310.0,28.0,91.0,0.308,17.0,59.0,0.288,11.0,32.0,0.344,0.401,26.0,32.0,0.813,6.0,21.0,27.0,4.0,5.0,3.0,6.0,17.0,99.0,
140.0,Travis Perry,Kentucky,G,31.0,4.0,302.0,25.0,80.0,0.313,18.0,56.0,0.321,7.0,24.0,0.292,0.425,16.0,20.0,0.8,8.0,18.0,26.0,18.0,11.0,1.0,21.0,29.0,84.0,
141.0,Sam Alexis,Florida,F,24.0,0.0,286.0,47.0,101.0,0.465,4.0,20.0,0.2,43.0,81.0,0.531,0.485,14.0,26.0,0.538,37.0,46.0,83.0,9.0,7.0,15.0,19.0,39.0,112.0,
142.0,Mikeal Brown-Jones,Ole Miss,F,28.0,1.0,282.0,34.0,71.0,0.479,2.0,11.0,0.182,32.0,60.0,0.533,0.493,44.0,58.0,0.759,17.0,29.0,46.0,11.0,9.0,15.0,17.0,53.0,114.0,
143.0,Devon Pryor,Texas,F,23.0,2.0,278.0,29.0,56.0,0.518,3.0,16.0,0.188,26.0,40.0,0.65,0.545,13.0,16.0,0.813,18.0,27.0,45.0,11.0,6.0,2.0,8.0,24.0,74.0,
144.0,Mike Williams III,Louisiana State,G,24.0,0.0,269.0,31.0,99.0,0.313,17.0,68.0,0.25,14.0,31.0,0.452,0.399,17.0,22.0,0.773,3.0,31.0,34.0,16.0,12.0,3.0,18.0,21.0,96.0,
145.0,Trent Noah,Kentucky,F,24.0,0.0,267.0,23.0,51.0,0.451,12.0,36.0,0.333,11.0,15.0,0.733,0.569,6.0,8.0,0.75,17.0,29.0,46.0,10.0,3.0,1.0,9.0,27.0,64.0,
146.0,Cam Scott,South Carolina,G,26.0,0.0,265.0,22.0,79.0,0.278,8.0,45.0,0.178,14.0,34.0,0.412,0.329,14.0,19.0,0.737,5.0,30.0,35.0,10.0,1.0,1.0,16.0,22.0,66.0,
147.0,Justin Abson,Georgia,F,28.0,0.0,265.0,25.0,47.0,0.532,1.0,5.0,0.2,24.0,42.0,0.571,0.543,11.0,18.0,0.611,23.0,36.0,59.0,21.0,7.0,22.0,12.0,17.0,62.0,
148.0,De'Shayne Montgomery,Georgia,G,17.0,0.0,264.0,38.0,93.0,0.409,7.0,28.0,0.25,31.0,65.0,0.477,0.446,27.0,38.0,0.711,10.0,25.0,35.0,13.0,18.0,3.0,29.0,22.0,110.0,
149.0,Urban Klavzar,Florida,G,26.0,0.0,259.0,29.0,80.0,0.363,17.0,50.0,0.34,12.0,30.0,0.4,0.469,8.0,12.0,0.667,2.0,14.0,16.0,21.0,6.0,0.0,14.0,24.0,83.0,
150.0,Aidan Shaw,Missouri,F,28.0,0.0,258.0,30.0,47.0,0.638,4.0,8.0,0.5,26.0,39.0,0.667,0.681,8.0,16.0,0.5,19.0,31.0,50.0,6.0,10.0,11.0,12.0,26.0,72.0,
151.0,Marcus Allen,Missouri,G,26.0,0.0,238.0,18.0,41.0,0.439,2.0,5.0,0.4,16.0,36.0,0.444,0.463,30.0,34.0,0.882,17.0,34.0,51.0,12.0,9.0,2.0,15.0,30.0,68.0,
152.0,Benjamin Bosmans-Verdonk,South Carolina,F,29.0,0.0,225.0,10.0,32.0,0.313,0.0,0.0,,10.0,32.0,0.313,0.313,13.0,24.0,0.542,27.0,22.0,49.0,14.0,2.0,3.0,12.0,30.0,33.0,
153.0,Micah Handlogten,Florida,C,16.0,0.0,212.0,20.0,29.0,0.69,0.0,0.0,,20.0,29.0,0.69,0.69,2.0,11.0,0.182,34.0,45.0,79.0,18.0,10.0,10.0,5.0,32.0,42.0,
154.0,Latrell Wrightsell Jr.,Alabama,G,8.0,5.0,206.0,28.0,56.0,0.5,19.0,45.0,0.422,9.0,11.0,0.818,0.67,17.0,20.0,0.85,4.0,10.0,14.0,16.0,4.0,1.0,10.0,13.0,92.0,
155.0,Jordan Butler,South Carolina,F,28.0,0.0,200.0,14.0,41.0,0.341,11.0,36.0,0.306,3.0,5.0,0.6,0.476,10.0,14.0,0.714,5.0,21.0,26.0,6.0,4.0,13.0,4.0,29.0,49.0,
