Rk,Player,Team,Pos,G,GS,MPâ¼,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
80.0,Roger McFarlane,Boston College,G,29.0,13.0,723.0,54.0,151.0,0.358,19.0,64.0,0.297,35.0,87.0,0.402,0.421,23.0,36.0,0.639,37.0,106.0,143.0,23.0,23.0,8.0,20.0,46.0,150.0,
81.0,Jaydon Young,Virginia Tech,G,32.0,10.0,716.0,91.0,262.0,0.347,45.0,152.0,0.296,46.0,110.0,0.418,0.433,31.0,38.0,0.816,5.0,49.0,54.0,46.0,18.0,0.0,35.0,42.0,258.0,
82.0,Chris Bell,Syracuse,F,33.0,13.0,710.0,96.0,236.0,0.407,47.0,133.0,0.353,49.0,103.0,0.476,0.506,69.0,89.0,0.775,9.0,57.0,66.0,15.0,11.0,13.0,35.0,49.0,308.0,
83.0,Brandon Rechsteiner,Virginia Tech,G,32.0,15.0,709.0,81.0,222.0,0.365,40.0,134.0,0.299,41.0,88.0,0.466,0.455,22.0,27.0,0.815,7.0,25.0,32.0,91.0,18.0,0.0,71.0,45.0,224.0,
84.0,Lucas Taylor,Syracuse,G,33.0,22.0,709.0,70.0,156.0,0.449,32.0,87.0,0.368,38.0,69.0,0.551,0.551,27.0,32.0,0.844,11.0,67.0,78.0,24.0,16.0,5.0,24.0,81.0,199.0,
85.0,Justin Thomas,Florida State,G,32.0,5.0,708.0,57.0,135.0,0.422,24.0,72.0,0.333,33.0,63.0,0.524,0.511,15.0,27.0,0.556,17.0,56.0,73.0,55.0,33.0,13.0,33.0,67.0,153.0,
86.0,Ben Burnham,Virginia Tech,F,32.0,2.0,705.0,91.0,202.0,0.45,38.0,89.0,0.427,53.0,113.0,0.469,0.545,19.0,27.0,0.704,38.0,88.0,126.0,28.0,17.0,12.0,28.0,53.0,239.0,
87.0,Blake Buchanan,Virginia,F,32.0,22.0,703.0,70.0,131.0,0.534,0.0,2.0,0.0,70.0,129.0,0.543,0.534,33.0,61.0,0.541,58.0,112.0,170.0,45.0,17.0,36.0,27.0,74.0,173.0,
88.0,Chandler Jackson,Florida State,G,29.0,27.0,701.0,69.0,163.0,0.423,6.0,39.0,0.154,63.0,124.0,0.508,0.442,39.0,54.0,0.722,13.0,47.0,60.0,57.0,38.0,6.0,25.0,53.0,183.0,
89.0,DJ Campbell,California,G,27.0,16.0,697.0,73.0,213.0,0.343,18.0,79.0,0.228,55.0,134.0,0.41,0.385,46.0,64.0,0.719,14.0,53.0,67.0,42.0,26.0,2.0,35.0,28.0,210.0,
90.0,Ty-Laur Johnson,Wake Forest,G,29.0,19.0,682.0,57.0,163.0,0.35,14.0,58.0,0.241,43.0,105.0,0.41,0.393,49.0,59.0,0.831,10.0,45.0,55.0,79.0,43.0,8.0,66.0,65.0,177.0,
